datetime,COCOSBUSD_open,COCOSBUSD_high,COCOSBUSD_low,COCOSBUSD_close
2022-01-18 12:00:00,1.459,1.4647,1.4527,1.4594
2022-01-18 13:00:00,1.4546,1.4608,1.4516,1.4608
2022-01-18 14:00:00,1.4608,1.4751,1.4539,1.4658
2022-01-18 15:00:00,1.4656,1.4742,1.4641,1.4742
2022-01-18 16:00:00,1.465,1.4986,1.465,1.498
2022-01-18 17:00:00,1.4924,1.5313,1.4874,1.5226
2022-01-18 18:00:00,1.5244,1.5286,1.5142,1.5195
2022-01-18 19:00:00,1.5161,1.5214,1.48,1.4807
2022-01-18 20:00:00,1.4815,1.4835,1.4788,1.4835
2022-01-18 21:00:00,1.4868,1.4868,1.4795,1.4824
2022-01-18 22:00:00,1.4824,1.4824,1.4475,1.4595
2022-01-18 23:00:00,1.4564,1.4593,1.4516,1.4551
2022-01-19 00:00:00,1.4593,1.4828,1.4593,1.4783
2022-01-19 01:00:00,1.4783,1.4795,1.4595,1.4629
2022-01-19 02:00:00,1.4595,1.4606,1.4255,1.4286
2022-01-19 03:00:00,1.4287,1.4689,1.4278,1.4315
2022-01-19 04:00:00,1.4381,1.4554,1.4353,1.4542
2022-01-19 05:00:00,1.4502,1.4516,1.4279,1.4516
2022-01-19 06:00:00,1.4524,1.4904,1.4524,1.4804
2022-01-19 07:00:00,1.4837,1.755,1.4837,1.6884
2022-01-19 08:00:00,1.688,1.6925,1.5945,1.6047
2022-01-19 09:00:00,1.6038,1.6532,1.58,1.6029
2022-01-19 10:00:00,1.6031,1.6724,1.5901,1.664
2022-01-19 11:00:00,1.6613,1.7058,1.6275,1.6585
2022-01-19 12:00:00,1.6655,1.6935,1.611,1.641
2022-01-19 13:00:00,1.641,1.641,1.5879,1.594
2022-01-19 14:00:00,1.5927,1.6511,1.5849,1.6047
2022-01-19 15:00:00,1.603,1.6113,1.5879,1.6022
2022-01-19 16:00:00,1.6071,1.619,1.5847,1.5879
2022-01-19 17:00:00,1.586,1.586,1.5518,1.5676
2022-01-19 18:00:00,1.5714,1.6049,1.5568,1.5664
2022-01-19 19:00:00,1.5736,1.5894,1.52,1.5409
2022-01-19 20:00:00,1.5415,1.5517,1.5222,1.5375
2022-01-19 21:00:00,1.5469,1.5596,1.5376,1.5529
2022-01-19 22:00:00,1.5515,1.5944,1.5455,1.5808
2022-01-19 23:00:00,1.5811,1.6394,1.5811,1.6095
2022-01-20 00:00:00,1.6081,1.623,1.5873,1.59
2022-01-20 01:00:00,1.59,1.7186,1.59,1.6982
2022-01-20 02:00:00,1.698,1.698,1.6372,1.6396
2022-01-20 03:00:00,1.644,1.8108,1.6439,1.7586
2022-01-20 04:00:00,1.7545,1.786,1.736,1.742
2022-01-20 05:00:00,1.742,1.8885,1.7406,1.885
2022-01-20 06:00:00,1.8884,1.8989,1.787,1.7973
2022-01-20 07:00:00,1.7945,1.7945,1.753,1.7719
2022-01-20 08:00:00,1.7656,1.86,1.7625,1.8096
2022-01-20 09:00:00,1.811,1.8471,1.764,1.766
2022-01-20 10:00:00,1.7655,1.788,1.7416,1.7421
2022-01-20 11:00:00,1.7422,1.7422,1.7047,1.7116
2022-01-20 12:00:00,1.7125,1.7535,1.701,1.709
2022-01-20 13:00:00,1.7091,1.7627,1.7029,1.7236
2022-01-20 14:00:00,1.73,1.7309,1.708,1.7082
2022-01-20 15:00:00,1.7115,1.7553,1.7072,1.7326
2022-01-20 16:00:00,1.7285,1.7285,1.6325,1.6325
2022-01-20 17:00:00,1.6333,1.689,1.6125,1.6687
2022-01-20 18:00:00,1.6658,1.6658,1.6,1.6107
2022-01-20 19:00:00,1.6074,1.685,1.6007,1.6354
2022-01-20 20:00:00,1.6337,1.6337,1.5565,1.5578
2022-01-20 21:00:00,1.5565,1.6324,1.55,1.5958
2022-01-20 22:00:00,1.5964,1.5972,1.4956,1.4956
2022-01-20 23:00:00,1.5036,1.5361,1.5015,1.5123
2022-01-21 00:00:00,1.5122,1.5151,1.48,1.5
2022-01-21 01:00:00,1.5,1.5364,1.493,1.5249
2022-01-21 02:00:00,1.524,1.5536,1.5053,1.5142
2022-01-21 03:00:00,1.5138,1.5347,1.5083,1.5162
2022-01-21 04:00:00,1.5125,1.7171,1.45,1.5085
2022-01-21 05:00:00,1.5085,1.5104,1.4913,1.4913
2022-01-21 06:00:00,1.4905,1.497,1.4682,1.4696
2022-01-21 07:00:00,1.4695,1.4767,1.4,1.4453
2022-01-21 08:00:00,1.4481,1.5136,1.4481,1.4834
2022-01-21 09:00:00,1.4845,1.4979,1.4588,1.4773
2022-01-21 10:00:00,1.4785,1.4933,1.4662,1.4933
2022-01-21 11:00:00,1.488,1.4908,1.4682,1.482
2022-01-21 12:00:00,1.482,1.5047,1.4574,1.4677
2022-01-21 13:00:00,1.4619,1.5707,1.4619,1.5491
2022-01-21 14:00:00,1.5532,1.606,1.477,1.4874
2022-01-21 15:00:00,1.4875,1.506,1.4611,1.4829
2022-01-21 16:00:00,1.4837,1.4923,1.4105,1.421
2022-01-21 17:00:00,1.4236,1.4567,1.3987,1.4081
2022-01-21 18:00:00,1.409,1.4323,1.4,1.4179
2022-01-21 19:00:00,1.4163,1.4579,1.3778,1.3916
2022-01-21 20:00:00,1.3838,1.4911,1.3838,1.4495
2022-01-21 21:00:00,1.4491,1.4669,1.4417,1.4654
2022-01-21 22:00:00,1.467,1.469,1.4095,1.4139
2022-01-21 23:00:00,1.4193,1.42,1.4025,1.4084
2022-01-22 00:00:00,1.4085,1.4104,1.3145,1.3145
2022-01-22 01:00:00,1.3161,1.3306,1.2465,1.2825
2022-01-22 02:00:00,1.2826,1.2827,1.2014,1.2017
2022-01-22 03:00:00,1.2024,1.2488,1.1856,1.1961
2022-01-22 04:00:00,1.1961,1.2199,1.0998,1.0998
2022-01-22 05:00:00,1.099,1.2016,1.0308,1.1809
2022-01-22 06:00:00,1.1921,1.1921,1.1301,1.1609
2022-01-22 07:00:00,1.1594,1.2056,1.1534,1.2022
2022-01-22 08:00:00,1.2051,1.2797,1.1678,1.1694
2022-01-22 09:00:00,1.1676,1.1682,1.1275,1.1306
2022-01-22 10:00:00,1.127,1.1436,1.0884,1.0995
2022-01-22 11:00:00,1.0947,1.1526,1.0784,1.1222
2022-01-22 12:00:00,1.1273,1.1412,1.106,1.1143
2022-01-22 13:00:00,1.1091,1.122,1.0907,1.0946
2022-01-22 14:00:00,1.0966,1.1282,1.0966,1.1168
2022-01-22 15:00:00,1.1193,1.2105,1.1073,1.166
2022-01-22 16:00:00,1.1627,1.1736,1.1462,1.1717
2022-01-22 17:00:00,1.1625,1.1678,1.1246,1.1412
2022-01-22 18:00:00,1.1414,1.2298,1.1413,1.1832
2022-01-22 19:00:00,1.1899,1.1899,1.1602,1.1806
2022-01-22 20:00:00,1.18,1.1996,1.1797,1.1955
2022-01-22 21:00:00,1.1996,1.2661,1.1866,1.1928
2022-01-22 22:00:00,1.193,1.2587,1.1909,1.2161
2022-01-22 23:00:00,1.2151,1.2356,1.21,1.2213
2022-01-23 00:00:00,1.2159,1.2425,1.2159,1.2418
2022-01-23 01:00:00,1.2417,1.267,1.229,1.2546
2022-01-23 02:00:00,1.2591,1.3048,1.2577,1.265
2022-01-23 03:00:00,1.265,1.265,1.2317,1.2338
2022-01-23 04:00:00,1.237,1.2656,1.237,1.2528
2022-01-23 05:00:00,1.2546,1.334,1.2358,1.334
2022-01-23 06:00:00,1.314,1.341,1.2263,1.2337
2022-01-23 07:00:00,1.2324,1.3,1.2042,1.2483
2022-01-23 08:00:00,1.2475,1.2478,1.227,1.2397
2022-01-23 09:00:00,1.2417,1.247,1.1336,1.1863
2022-01-23 10:00:00,1.1863,1.1863,1.153,1.1756
2022-01-23 11:00:00,1.1718,1.1842,1.1558,1.1645
2022-01-23 12:00:00,1.1632,1.27,1.1632,1.1833
2022-01-23 13:00:00,1.1842,1.2272,1.1164,1.1254
2022-01-23 14:00:00,1.1264,1.1758,1.1002,1.1091
2022-01-23 15:00:00,1.1112,1.1434,1.1094,1.1337
2022-01-23 16:00:00,1.132,1.1585,1.1199,1.1357
2022-01-23 17:00:00,1.1338,1.1528,1.1278,1.1528
2022-01-23 18:00:00,1.154,1.2028,1.1528,1.2028
2022-01-23 19:00:00,1.2025,1.2025,1.1563,1.1573
2022-01-23 20:00:00,1.1597,1.1597,1.1366,1.1366
2022-01-23 21:00:00,1.1358,1.1394,1.116,1.1178
2022-01-23 22:00:00,1.1245,1.1346,1.1245,1.1346
2022-01-23 23:00:00,1.1301,1.1356,1.1098,1.1127
2022-01-24 00:00:00,1.1147,1.1293,1.1059,1.1156
2022-01-24 01:00:00,1.1207,1.1319,1.1167,1.126
2022-01-24 02:00:00,1.1251,1.1251,1.0646,1.0712
2022-01-24 03:00:00,1.0704,1.0934,1.0704,1.0762
2022-01-24 04:00:00,1.0784,1.079,1.0283,1.0316
2022-01-24 05:00:00,1.0339,1.0396,1.0001,1.0033
2022-01-24 06:00:00,1.0036,1.0458,1.0003,1.0124
2022-01-24 07:00:00,1.007,1.0324,0.9958,0.9958
2022-01-24 08:00:00,0.9958,1.0287,0.9885,1.0133
2022-01-24 09:00:00,1.0145,1.0511,1.0133,1.0406
2022-01-24 10:00:00,1.0446,1.0538,1.0133,1.0462
2022-01-24 11:00:00,1.0458,1.0772,1.0317,1.0565
2022-01-24 12:00:00,1.0614,1.1046,1.043,1.0778
2022-01-24 13:00:00,1.0825,1.1379,1.0792,1.1296
2022-01-24 14:00:00,1.1342,1.1499,1.076,1.1134
2022-01-24 15:00:00,1.1056,1.1468,1.0927,1.1327
2022-01-24 16:00:00,1.1259,1.157,1.1037,1.1217
2022-01-24 17:00:00,1.113,1.1182,1.0896,1.0948
2022-01-24 18:00:00,1.09,1.098,1.0812,1.0943
2022-01-24 19:00:00,1.0967,1.0986,1.0564,1.0564
2022-01-24 20:00:00,1.0663,1.0664,1.0517,1.0621
2022-01-24 21:00:00,1.0608,1.0716,1.0594,1.0708
2022-01-24 22:00:00,1.0718,1.0718,1.0566,1.0605
2022-01-24 23:00:00,1.059,1.0649,1.0489,1.0512
2022-01-25 00:00:00,1.0501,1.0577,1.046,1.0577
2022-01-25 01:00:00,1.0581,1.0614,1.0501,1.0541
2022-01-25 02:00:00,1.0489,1.0663,1.0468,1.0663
2022-01-25 03:00:00,1.0663,1.0701,1.0521,1.0593
2022-01-25 04:00:00,1.0609,1.0827,1.0542,1.0827
2022-01-25 05:00:00,1.0821,1.1042,1.0767,1.0807
2022-01-25 06:00:00,1.0805,1.265,1.0782,1.0972
2022-01-25 07:00:00,1.1014,1.1042,1.0749,1.085
2022-01-25 08:00:00,1.0848,1.085,1.0654,1.0788
2022-01-25 09:00:00,1.0765,1.105,1.0752,1.0786
2022-01-25 10:00:00,1.0794,1.0948,1.0613,1.0858
2022-01-25 11:00:00,1.0805,1.1059,1.0805,1.0912
2022-01-25 12:00:00,1.0912,1.12,1.0896,1.1095
2022-01-25 13:00:00,1.1098,1.115,1.0982,1.11
2022-01-25 14:00:00,1.1101,1.14,1.0901,1.1134
2022-01-25 15:00:00,1.1049,1.1071,1.09,1.0955
2022-01-25 16:00:00,1.0943,1.0943,1.0713,1.0804
2022-01-25 17:00:00,1.0823,1.0866,1.0767,1.0866
2022-01-25 18:00:00,1.0866,1.1121,1.083,1.1028
2022-01-25 19:00:00,1.0921,1.1499,1.0734,1.0782
2022-01-25 20:00:00,1.0813,1.086,1.0777,1.085
2022-01-25 21:00:00,1.0847,1.0913,1.0752,1.0779
2022-01-25 22:00:00,1.0751,1.0982,1.0751,1.0888
2022-01-25 23:00:00,1.0956,1.1104,1.0836,1.1064
2022-01-26 00:00:00,1.1064,1.1211,1.1019,1.107
2022-01-26 01:00:00,1.1119,1.1135,1.1005,1.1005
2022-01-26 02:00:00,1.1015,1.1066,1.0966,1.1066
2022-01-26 03:00:00,1.1063,1.1437,1.1063,1.13
2022-01-26 04:00:00,1.13,1.1326,1.1075,1.1075
2022-01-26 05:00:00,1.1075,1.1207,1.1075,1.1207
2022-01-26 06:00:00,1.1207,1.1224,1.1081,1.1192
2022-01-26 07:00:00,1.1205,1.1205,1.1078,1.1143
2022-01-26 08:00:00,1.1124,1.1252,1.1046,1.1247
2022-01-26 09:00:00,1.1263,1.14,1.1241,1.1365
2022-01-26 10:00:00,1.1375,1.1759,1.1375,1.1496
2022-01-26 11:00:00,1.1455,1.1631,1.1383,1.1395
2022-01-26 12:00:00,1.1433,1.147,1.1146,1.1178
2022-01-26 13:00:00,1.1155,1.1263,1.0805,1.1062
2022-01-26 14:00:00,1.1152,1.25,1.1077,1.1241
2022-01-26 15:00:00,1.1252,1.1252,1.0622,1.088
2022-01-26 16:00:00,1.0805,1.0906,1.0354,1.0446
2022-01-26 17:00:00,1.0432,1.0692,1.0343,1.0677
2022-01-26 18:00:00,1.0677,1.0817,1.0661,1.068
2022-01-26 19:00:00,1.0646,1.0843,1.0646,1.0843
2022-01-26 20:00:00,1.0797,1.0822,1.0505,1.0622
2022-01-26 21:00:00,1.0594,1.0623,1.0388,1.0425
2022-01-26 22:00:00,1.0485,1.0511,1.0206,1.0256
2022-01-26 23:00:00,1.0302,1.0468,1.03,1.0468
2022-01-27 00:00:00,1.0403,1.1026,1.0388,1.0488
2022-01-27 01:00:00,1.0454,1.1003,1.0386,1.0509
2022-01-27 02:00:00,1.0475,1.0617,1.0474,1.052
2022-01-27 03:00:00,1.0508,1.0791,1.0481,1.0763
2022-01-27 04:00:00,1.0776,1.0791,1.0684,1.0686
2022-01-27 05:00:00,1.0669,1.0786,1.0649,1.0677
2022-01-27 06:00:00,1.0687,1.0852,1.0687,1.08
2022-01-27 07:00:00,1.0805,1.088,1.0748,1.0814
2022-01-27 08:00:00,1.0814,1.0906,1.0783,1.0878
2022-01-27 09:00:00,1.0831,1.0954,1.0789,1.0789
2022-01-27 10:00:00,1.0806,1.0864,1.0617,1.0647
2022-01-27 11:00:00,1.0637,1.067,1.05,1.0664
2022-01-27 12:00:00,1.0667,1.0691,1.0463,1.0469
2022-01-27 13:00:00,1.0471,1.0511,1.0357,1.0437
2022-01-27 14:00:00,1.0436,1.0498,1.0106,1.0308
2022-01-27 15:00:00,1.0334,1.069,1.0132,1.0133
2022-01-27 16:00:00,1.0137,1.0371,1.0133,1.0328
2022-01-27 17:00:00,1.0308,1.0569,1.0308,1.0508
2022-01-27 18:00:00,1.0565,1.0567,1.0425,1.0511
2022-01-27 19:00:00,1.0523,1.0565,1.043,1.0523
2022-01-27 20:00:00,1.0514,1.0531,1.0229,1.0344
2022-01-27 21:00:00,1.0392,1.0757,1.0351,1.0627
2022-01-27 22:00:00,1.0633,1.0761,1.0592,1.0592
2022-01-27 23:00:00,1.0604,1.0707,1.0601,1.0707
2022-01-28 00:00:00,1.0678,1.0773,1.0676,1.073
2022-01-28 01:00:00,1.0762,1.1003,1.0752,1.0752
2022-01-28 02:00:00,1.0752,1.0793,1.0593,1.0593
2022-01-28 03:00:00,1.0627,1.064,1.0484,1.05
2022-01-28 04:00:00,1.05,1.0587,1.0405,1.0486
2022-01-28 05:00:00,1.0487,1.0681,1.045,1.0662
2022-01-28 06:00:00,1.0681,1.0681,1.0347,1.0423
2022-01-28 07:00:00,1.0384,1.0451,1.0284,1.0355
2022-01-28 08:00:00,1.0355,1.05,1.0355,1.0458
2022-01-28 09:00:00,1.0469,1.06,1.0469,1.0504
2022-01-28 10:00:00,1.0467,1.0666,1.0467,1.0563
2022-01-28 11:00:00,1.0556,1.0707,1.0504,1.0634
2022-01-28 12:00:00,1.0683,1.069,1.0489,1.0502
2022-01-28 13:00:00,1.0502,1.0636,1.0502,1.0563
2022-01-28 14:00:00,1.0588,1.0667,1.0494,1.0667
2022-01-28 15:00:00,1.0667,1.0785,1.0593,1.0785
2022-01-28 16:00:00,1.0785,1.0791,1.0662,1.0662
2022-01-28 17:00:00,1.0718,1.0733,1.0643,1.068
2022-01-28 18:00:00,1.0687,1.1373,1.0599,1.0946
2022-01-28 19:00:00,1.0908,1.16,1.0692,1.0985
2022-01-28 20:00:00,1.097,1.097,1.077,1.0803
2022-01-28 21:00:00,1.0833,1.0876,1.0752,1.0767
2022-01-28 22:00:00,1.0767,1.0841,1.0766,1.0827
2022-01-28 23:00:00,1.0827,1.0962,1.0827,1.0933
2022-01-29 00:00:00,1.0937,1.094,1.0764,1.0764
2022-01-29 01:00:00,1.0786,1.0964,1.0778,1.0806
2022-01-29 02:00:00,1.0823,1.1017,1.0806,1.0928
2022-01-29 03:00:00,1.0983,1.1177,1.0983,1.107
2022-01-29 04:00:00,1.1053,1.1121,1.0911,1.0992
2022-01-29 05:00:00,1.0997,1.1072,1.0911,1.1007
2022-01-29 06:00:00,1.0996,1.1026,1.0946,1.1012
2022-01-29 07:00:00,1.1035,1.1138,1.0974,1.0997
2022-01-29 08:00:00,1.1018,1.1121,1.0957,1.1121
2022-01-29 09:00:00,1.1125,1.1125,1.06,1.0738
2022-01-29 10:00:00,1.0735,1.0852,1.0657,1.0757
2022-01-29 11:00:00,1.0747,1.0799,1.0597,1.0799
2022-01-29 12:00:00,1.0799,1.0867,1.059,1.07
2022-01-29 13:00:00,1.0729,1.0859,1.0729,1.0807
2022-01-29 14:00:00,1.0807,1.0834,1.0779,1.0834
2022-01-29 15:00:00,1.0791,1.0934,1.075,1.0853
2022-01-29 16:00:00,1.0878,1.095,1.0872,1.0943
2022-01-29 17:00:00,1.0911,1.0942,1.0806,1.0849
2022-01-29 18:00:00,1.0806,1.0896,1.0741,1.0896
2022-01-29 19:00:00,1.0832,1.0918,1.0752,1.0764
2022-01-29 20:00:00,1.0805,1.0852,1.0761,1.0827
2022-01-29 21:00:00,1.0846,1.0924,1.0825,1.087
2022-01-29 22:00:00,1.0905,1.0961,1.0874,1.089
2022-01-29 23:00:00,1.0886,1.0935,1.0858,1.09
2022-01-30 00:00:00,1.0919,1.1093,1.0896,1.094
2022-01-30 01:00:00,1.0895,1.096,1.0886,1.0886
2022-01-30 02:00:00,1.0954,1.1072,1.0954,1.1035
2022-01-30 03:00:00,1.104,1.105,1.0904,1.0904
2022-01-30 04:00:00,1.0944,1.095,1.0831,1.086
2022-01-30 05:00:00,1.0897,1.1048,1.0887,1.1048
2022-01-30 06:00:00,1.1008,1.1032,1.0953,1.0972
2022-01-30 07:00:00,1.0957,1.1017,1.0896,1.0896
2022-01-30 08:00:00,1.0891,1.0926,1.0859,1.0874
2022-01-30 09:00:00,1.0888,1.0888,1.0661,1.0773
2022-01-30 10:00:00,1.0773,1.0955,1.0764,1.0848
2022-01-30 11:00:00,1.0894,1.0934,1.0753,1.0761
2022-01-30 12:00:00,1.0752,1.0839,1.0716,1.081
2022-01-30 13:00:00,1.0786,1.0792,1.0699,1.0729
2022-01-30 14:00:00,1.07,1.0716,1.0509,1.0566
2022-01-30 15:00:00,1.0566,1.079,1.045,1.0733
2022-01-30 16:00:00,1.0754,1.3991,1.0596,1.3915
2022-01-30 17:00:00,1.3854,1.5907,1.2837,1.2969
2022-01-30 18:00:00,1.2974,1.4494,1.2208,1.335
2022-01-30 19:00:00,1.3336,1.409,1.2764,1.284
2022-01-30 20:00:00,1.285,1.3289,1.2788,1.2953
2022-01-30 21:00:00,1.2902,1.3249,1.2766,1.3059
2022-01-30 22:00:00,1.3059,1.3093,1.2804,1.2804
2022-01-30 23:00:00,1.2804,1.2804,1.2123,1.234
2022-01-31 00:00:00,1.2324,1.2324,1.1722,1.1819
2022-01-31 01:00:00,1.1834,1.1937,1.1636,1.1874
2022-01-31 02:00:00,1.186,1.2105,1.175,1.1909
2022-01-31 03:00:00,1.1909,1.2425,1.1771,1.2155
2022-01-31 04:00:00,1.2154,1.324,1.1948,1.293
2022-01-31 05:00:00,1.2981,1.4209,1.263,1.3984
2022-01-31 06:00:00,1.3984,1.4596,1.35,1.3799
2022-01-31 07:00:00,1.3832,1.5236,1.3811,1.4866
2022-01-31 08:00:00,1.4832,1.5422,1.455,1.4849
2022-01-31 09:00:00,1.4875,1.4875,1.3873,1.3953
2022-01-31 10:00:00,1.3946,1.4167,1.3514,1.363
2022-01-31 11:00:00,1.3658,1.4204,1.345,1.4
2022-01-31 12:00:00,1.3993,1.4472,1.3735,1.3945
2022-01-31 13:00:00,1.3946,1.4347,1.3805,1.4346
2022-01-31 14:00:00,1.4325,1.4338,1.3846,1.4083
2022-01-31 15:00:00,1.4083,1.4123,1.3661,1.3754
2022-01-31 16:00:00,1.3782,1.3861,1.3,1.3094
2022-01-31 17:00:00,1.3101,1.3219,1.2743,1.3074
2022-01-31 18:00:00,1.3071,1.321,1.2912,1.2936
2022-01-31 19:00:00,1.2937,1.3227,1.2864,1.3227
2022-01-31 20:00:00,1.3205,1.328,1.307,1.3086
2022-01-31 21:00:00,1.3086,1.3361,1.3035,1.3088
2022-01-31 22:00:00,1.3081,1.3109,1.29,1.3015
2022-01-31 23:00:00,1.3031,1.3205,1.2997,1.307
2022-02-01 00:00:00,1.3129,1.4114,1.31,1.3817
2022-02-01 01:00:00,1.3766,1.392,1.3447,1.3691
2022-02-01 02:00:00,1.3664,1.5003,1.3501,1.4696
2022-02-01 03:00:00,1.4738,1.485,1.3858,1.3997
2022-02-01 04:00:00,1.3999,1.4158,1.3634,1.3819
2022-02-01 05:00:00,1.3804,1.4065,1.3742,1.3869
2022-02-01 06:00:00,1.3931,1.4193,1.3884,1.3971
2022-02-01 07:00:00,1.3943,1.3999,1.3741,1.391
2022-02-01 08:00:00,1.3883,1.432,1.3861,1.4175
2022-02-01 09:00:00,1.4196,1.4285,1.3655,1.378
2022-02-01 10:00:00,1.378,1.473,1.3576,1.3902
2022-02-01 11:00:00,1.3863,1.3919,1.3634,1.3801
2022-02-01 12:00:00,1.3831,1.3831,1.3579,1.3634
2022-02-01 13:00:00,1.3632,1.3695,1.3433,1.3519
2022-02-01 14:00:00,1.3501,1.3522,1.3136,1.3144
2022-02-01 15:00:00,1.3132,1.3581,1.3118,1.3477
2022-02-01 16:00:00,1.3474,1.3496,1.32,1.346
2022-02-01 17:00:00,1.3503,1.3653,1.3336,1.3414
2022-02-01 18:00:00,1.3416,1.3965,1.3336,1.34
2022-02-01 19:00:00,1.3408,1.3419,1.3225,1.3305
2022-02-01 20:00:00,1.3297,1.3456,1.3284,1.3352
2022-02-01 21:00:00,1.3407,1.3565,1.3387,1.3565
2022-02-01 22:00:00,1.3552,1.3965,1.3552,1.389
2022-02-01 23:00:00,1.3883,1.3939,1.3631,1.3695
2022-02-02 00:00:00,1.3669,1.3801,1.3422,1.3503
2022-02-02 01:00:00,1.3512,1.3517,1.3326,1.3359
2022-02-02 02:00:00,1.3347,1.3488,1.3325,1.3372
2022-02-02 03:00:00,1.3402,1.3572,1.3357,1.3441
2022-02-02 04:00:00,1.3411,1.3523,1.3381,1.3428
2022-02-02 05:00:00,1.3428,1.3517,1.3339,1.3408
2022-02-02 06:00:00,1.3439,1.35,1.3366,1.341
2022-02-02 07:00:00,1.341,1.3534,1.3348,1.3492
2022-02-02 08:00:00,1.347,1.3495,1.3336,1.3404
2022-02-02 09:00:00,1.339,1.3413,1.2624,1.2684
2022-02-02 10:00:00,1.2684,1.2964,1.2563,1.2596
2022-02-02 11:00:00,1.2597,1.339,1.23,1.291
2022-02-02 12:00:00,1.2874,1.3111,1.2703,1.2822
2022-02-02 13:00:00,1.28,1.2862,1.2493,1.2547
2022-02-02 14:00:00,1.2547,1.3685,1.2472,1.3208
2022-02-02 15:00:00,1.3192,1.3194,1.2784,1.2942
2022-02-02 16:00:00,1.2942,1.3072,1.2511,1.2618
2022-02-02 17:00:00,1.2608,1.3006,1.2458,1.2659
2022-02-02 18:00:00,1.2617,1.2717,1.2503,1.253
2022-02-02 19:00:00,1.253,1.2608,1.2423,1.2442
2022-02-02 20:00:00,1.2442,1.2463,1.2253,1.2277
2022-02-02 21:00:00,1.2282,1.2476,1.2221,1.2452
2022-02-02 22:00:00,1.2475,1.258,1.241,1.2462
2022-02-02 23:00:00,1.2514,1.2656,1.2458,1.247
2022-02-03 00:00:00,1.2462,1.2641,1.2428,1.262
2022-02-03 01:00:00,1.2554,1.311,1.243,1.2573
2022-02-03 02:00:00,1.2591,1.2672,1.2458,1.2608
2022-02-03 03:00:00,1.2603,1.265,1.2532,1.2613
2022-02-03 04:00:00,1.2616,1.2692,1.2222,1.2254
2022-02-03 05:00:00,1.2251,1.2313,1.2139,1.2181
2022-02-03 06:00:00,1.2208,1.2432,1.2123,1.2432
2022-02-03 07:00:00,1.2429,1.2508,1.2294,1.2458
2022-02-03 08:00:00,1.2439,1.2888,1.2352,1.2419
2022-02-03 09:00:00,1.2428,1.2597,1.232,1.232
2022-02-03 10:00:00,1.2304,1.2516,1.2264,1.2488
2022-02-03 11:00:00,1.2466,1.2572,1.2342,1.2358
2022-02-03 12:00:00,1.2398,1.2493,1.2348,1.2362
2022-02-03 13:00:00,1.2419,1.2428,1.235,1.2406
2022-02-03 14:00:00,1.2377,1.2377,1.2285,1.2286
2022-02-03 15:00:00,1.229,1.2769,1.2253,1.2414
2022-02-03 16:00:00,1.2409,1.2888,1.2393,1.2794
2022-02-03 17:00:00,1.2788,1.2788,1.243,1.247
2022-02-03 18:00:00,1.2545,1.2656,1.2493,1.2656
2022-02-03 19:00:00,1.2656,1.2722,1.256,1.2701
2022-02-03 20:00:00,1.2647,1.2824,1.2647,1.2804
2022-02-03 21:00:00,1.2743,1.2825,1.2682,1.2825
2022-02-03 22:00:00,1.2825,1.2975,1.2711,1.2711
2022-02-03 23:00:00,1.2749,1.2749,1.2584,1.2601
2022-02-04 00:00:00,1.2604,1.2746,1.2604,1.2746
2022-02-04 01:00:00,1.2768,1.295,1.2768,1.2787
2022-02-04 02:00:00,1.2819,1.2825,1.2669,1.2669
2022-02-04 03:00:00,1.2709,1.2772,1.2675,1.2772
2022-02-04 04:00:00,1.279,1.2854,1.276,1.2779
2022-02-04 05:00:00,1.2756,1.2845,1.2617,1.2682
2022-02-04 06:00:00,1.2614,1.2742,1.2588,1.259
2022-02-04 07:00:00,1.2634,1.264,1.2476,1.2536
2022-02-04 08:00:00,1.2536,1.2696,1.2421,1.2421
2022-02-04 09:00:00,1.2422,1.2643,1.2403,1.2531
2022-02-04 10:00:00,1.2582,1.2888,1.2582,1.2805
2022-02-04 11:00:00,1.2865,1.3183,1.2865,1.3055
2022-02-04 12:00:00,1.303,1.303,1.285,1.2985
2022-02-04 13:00:00,1.2994,1.306,1.2847,1.2939
2022-02-04 14:00:00,1.2888,1.2994,1.2886,1.293
2022-02-04 15:00:00,1.2921,1.3095,1.2921,1.2959
2022-02-04 16:00:00,1.2959,1.3001,1.2908,1.2998
2022-02-04 17:00:00,1.2999,1.3001,1.28,1.2833
2022-02-04 18:00:00,1.2833,1.3411,1.2833,1.3
2022-02-04 19:00:00,1.3,1.3361,1.293,1.316
2022-02-04 20:00:00,1.3163,1.3451,1.3144,1.3264
2022-02-04 21:00:00,1.3244,1.3349,1.3225,1.3344
2022-02-04 22:00:00,1.3357,1.3699,1.3331,1.3575
2022-02-04 23:00:00,1.3575,1.3789,1.3511,1.3511
2022-02-05 00:00:00,1.3511,1.3634,1.346,1.3549
2022-02-05 01:00:00,1.36,1.3737,1.3509,1.3584
2022-02-05 02:00:00,1.3512,1.3622,1.3306,1.3379
2022-02-05 03:00:00,1.3379,1.3563,1.3232,1.3475
2022-02-05 04:00:00,1.3497,1.3699,1.344,1.3534
2022-02-05 05:00:00,1.3534,1.3565,1.3372,1.3458
2022-02-05 06:00:00,1.3479,1.3739,1.3458,1.362
2022-02-05 07:00:00,1.3697,1.3697,1.3502,1.364
2022-02-05 08:00:00,1.364,1.3791,1.3623,1.3719
2022-02-05 09:00:00,1.3648,1.375,1.3533,1.365
